flare_id, event_date, start_time         , peak_time          , end_time           , goes_class, goes_location, noaa_active_region, fl_location                   , x_hpc              , y_hpc              , y                   , x                    , centroids                     , fl_lat, fl_lon
     129, 2010-01-23, 2010-01-23 21:47:00, 2010-01-23 21:52:00, 2010-01-23 21:58:00, B2.5      , "(0, 0)"     ,              11042,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     130, 2010-01-24, 2010-01-24 00:52:00, 2010-01-24 01:04:00, 2010-01-24 01:10:00, B2.1      , "(0, 0)"     ,              11042,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     131, 2010-01-24, 2010-01-24 12:31:00, 2010-01-24 12:45:00, 2010-01-24 12:58:00, B3.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     132, 2010-01-24, 2010-01-24 20:37:00, 2010-01-24 20:51:00, 2010-01-24 21:05:00, B2.0      , "(0, 0)"     ,              11042,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     133, 2010-01-26, 2010-01-26 00:48:00, 2010-01-26 00:54:00, 2010-01-26 01:05:00, B2.9      , "(0, 0)"     ,              11042,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     134, 2010-01-26, 2010-01-26 02:45:00, 2010-01-26 02:52:00, 2010-01-26 03:00:00, B1.5      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     135, 2010-01-26, 2010-01-26 03:03:00, 2010-01-26 03:06:00, 2010-01-26 03:09:00, B1.4      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     136, 2010-01-26, 2010-01-26 17:01:00, 2010-01-26 17:05:00, 2010-01-26 17:08:00, B3.2      , "(0, 0)"     ,              11042,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     137, 2010-01-26, 2010-01-26 17:40:00, 2010-01-26 17:51:00, 2010-01-26 17:58:00, B6.7      , "(0, 0)"     ,              11042,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     138, 2010-01-26, 2010-01-26 20:50:00, 2010-01-26 20:56:00, 2010-01-26 21:07:00, B4.6      , "(0, 0)"     ,              11042,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     139, 2010-01-26, 2010-01-26 21:18:00, 2010-01-26 21:31:00, 2010-01-26 21:36:00, B4.8      , "(0, 0)"     ,              11042,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     140, 2010-01-26, 2010-01-26 21:46:00, 2010-01-26 21:51:00, 2010-01-26 21:56:00, B6.3      , "(0, 0)"     ,              11042,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     141, 2010-01-26, 2010-01-26 22:52:00, 2010-01-26 22:59:00, 2010-01-26 23:09:00, B2.1      , "(0, 0)"     ,              11042,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     142, 2010-01-27, 2010-01-27 00:12:00, 2010-01-27 00:19:00, 2010-01-27 00:26:00, B6.2      , "(0, 0)"     ,              11042,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     143, 2010-01-27, 2010-01-27 02:45:00, 2010-01-27 02:50:00, 2010-01-27 02:53:00, B2.4      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     144, 2010-01-27, 2010-01-27 19:07:00, 2010-01-27 19:12:00, 2010-01-27 19:30:00, B1.6      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     145, 2010-01-27, 2010-01-27 22:16:00, 2010-01-27 22:20:00, 2010-01-27 22:27:00, B1.5      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     146, 2010-01-28, 2010-01-28 06:42:00, 2010-01-28 06:49:00, 2010-01-28 06:51:00, B4.0      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     147, 2010-01-30, 2010-01-30 17:17:00, 2010-01-30 17:22:00, 2010-01-30 17:27:00, B1.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     148, 2010-01-31, 2010-01-31 01:46:00, 2010-01-31 01:50:00, 2010-01-31 01:54:00, B1.5      , "(-35, 25)"  ,              11043, "(-35, 25)"                   , -507.81747568561696, 485.77117568549176 , 0.42261826174069944 , -0.5198367907256845  ,                               , 25.0  , -35.0
     149, 2010-01-31, 2010-01-31 04:10:00, 2010-01-31 04:21:00, 2010-01-31 04:30:00, B1.5      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     150, 2010-01-31, 2010-01-31 04:54:00, 2010-01-31 05:03:00, 2010-01-31 05:09:00, B4.8      , "(-33, 25)"  ,              11043, "(-33, 25)"                   , -482.22904029651545, 487.7099142521663  , 0.42261826174069944 , -0.4936105985582457  ,                               , 25.0  , -33.0
     151, 2010-02-01, 2010-02-01 05:35:00, 2010-02-01 05:53:00, 2010-02-01 06:01:00, B3.4      , "(0, 0)"     ,              11043,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     152, 2010-02-03, 2010-02-03 04:18:00, 2010-02-03 05:21:00, 2010-02-03 06:21:00, B1.5      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
